Title,ArtistName,Target
come here feat. jay sean,rishi rich,0
marilyn,juice leskinen,0
through the wire,kanye west,0
the ambush,open hand,0
una na na,ov7,0
down on the farm ,little feat,0
so what!,tesla,0
shake,bcamron / jr writer"",0
tides of time,donna the buffalo,0
the one i got,jonny lang,0
naked in the rain ,red hot chili peppers,0
triesteitaliana,novembre,0
kleina wixa,\xc3\x84i-tiem,0
rock the spot,blackalicious,0
big train,conway twitty,0
bpop a cap in yo ass"",ben watt feat. estelle,0
swing swang,naughty by nature,0
you say keep it gangsta,wyclef jean ,0
use me,far too jones,0
living underground,atomic rooster,0
bdont stop the music"",rihanna,0
destination eschaton ,shamen,0
all that you need,the brooklyn tabernacle choir,0
innocence,avril lavigne,0
redwing,hem,0
conscience ah heng dem ,capleton,0
nur eine nacht mit dir,lara,0
never be ready,mat kearney,0
if i know you,the presets,0
unlove me,julie roberts,0
nonfiction,the black crowes,0
be healthy,dead prez,0
shut your eyes,snow patrol,0
raketen,hubert kah,0
apertura in jazz,piero umiliani,0
ready to go,republica;jonny male;dave arch,0
bust at you [,fat joe,0
disease,dokken,0
away in a manger,lara & reyes,0
nordcore,pyranja,0
bmas p** ,george lopez,0
the epi-pen,alexandre desplat,0
loba,shakira,0
romantic rights,death from above 1979,0
vortex,elliot goldenthal,0
left to starve,eyehategod,0
stairs to the attic,the antlers,0
if ever,foo fighters,0
guidum,abraham laboriel,0
cavasamba um ,grupo batuque,0
between me & you kid ,mudhoney,0
secrets,sunscreem,0
verde bosque,luis alberto spinetta,0
maria de santiago,jeremy spencer,0
bshes little and shes low"",robert lockwood_ jr.,0
the girl from ipanema ,paula santoro,0
spaced invader ,hatiras & slarta john,0
now we know,sugar minott,0
cnn war theme,monster magnet,0
tien an man dream again,firehose,0
down at the old corral ,randy travis,0
luna de miel en guama,arturo sandoval,0
super rista,tram 11,0
spotlight,future leaders of the world,0
breathless,lifer,0
mill creek,darden smith,0
the money will roll right in,mudhoney,0
boh its you"",super cat,0
tell me who,big maybelle,0
federico,mongo santamaria orchestra,0
devil in the wood pile,noah lewis,0
leave!,v v brown,0
you are allowed 20 birthday parties ,patton oswalt,0
elbow macaroni ,tech n9ne,0
as the sleeper awakes,soilwork,0
hablando a un cristal,caf\xc3\xa9 quijano,0
into hiding,amorphis,0
bdont let me come home a stranger ,fernando ortega,0
kakou,dobet gnahor\xc3\xa9,0
when you wish upon a star,cliff edwards/disney studio chorus,0
cami\xc3\xb1o de santiago,carlos nu\xc3\xb1ez,0
blink of an eye ,berlin,0
where youth and laughter go,broadcast,0
break,swami ,0
the radio saved my life tonight,bon jovi,0
going out west,jesse malin,0
lotion ,deftones,0
the death of romance,zeromancer,0
bchildrens song no. 3"",renee rosnes,0
pr\xc3\xa4natalabh\xc3\xa4rtung,django as\xc3\xbcl,0
someday,mariah carey,0
earrings on the table,walter trout,0
seed will grow,ms. dynamite / kymani marley,0
raining revolution ,arrested development,0
the blackest years ,the distillers,0
sounds so good,ashton shepherd,0
high horse,daniel johnston,0
american dreams,charlie haden,0
the letters,rachel portman,0
ases\xc3\xadname,charly garc\xc3\xada,0
lingan,atman,0
common tear,novika,0
sparkle,camp lo,0
caravane ,rapha\xc3\xabl,0
korean waterhole,bt,0
headsprung,ll cool j,0
dumb it down ,lupe fiasco feat. gemstones and graham burris,0
on misty pathways,mithotyn,0
proud mary,creedence clearwater revisited,0
turn it over ,leslie mendelson,0
affaire mokuwa,kekele,0
a fiery stride ,elvenking,0
altas horas,entre r\xc3\xados,0
hold me,dcx,0
nothing in rambling,memphis minnie,0
my god will always be enough,karen peck and new river,0
stay loose,belle & sebastian,0
cry yourself to sleep,war babies,0
bif loving you is wrong i dont wanna be right"",george faith,0
how do i maintain pt. ii,shout out out out out,0
tongue,butthole surfers,0
son of a bitch,uriah heep,0
mind control,stephen marley,0
river run,michael gettel,0
introduction ,fort minor,0
like it like that,a tribe called quest,0
new day rising,vhs or beta,0
vibrators,george lopez,0
quitxalla,gertrudis,0
radiation blues,dax riggs,0
would you like,mr lab!,0
give it,helmet,0
b,heaven 17,0
change you or change me ,fabolous,0
baggage,l7,0
second time around,rickie lee jones,0
sodding about,the who,0
the future has arrived,the all american rejects,0
may the good lord bless and keep you,jim reeves,0
standing on my own,agnostic front,0
ride wit me,t-bone,0
esquilo n\xc3\xa3o samba,m\xc3\xb3veis coloniais de acaju,0
reason,novembre,0
assouf,tinariwen,0
britney,bebo norman,0
you ,plies ,0
lost in space,hatiras,0
beautiful one,terry dexter,0
who are you,3 doors down,0
all the rage ,funeral for a friend,0
red,zebra,0
bdont go ,wordsworth feat. adanita ross,0
dans ces villes,julie zenatti,0
the mojo,j.b. lenoir,0
ahead by a century,the tragically hip,0
family tree,naughty by nature,0
bsomething bout love"",lisa lisa & cult jam,0
dungeon master,epmd / nocturnal,0
between love & hate,the strokes,0
my prerogative,britney spears,0
near my soul,the sonics,0
cancion de amor,2 minutos,0
tennessee blues ,geoff muldaur,0
donde estas corazon,shakira,0
unutmam,bassturk,0
hope  ,twista ,0
soul music ,curtis mayfield,0
124,photek,0
when a man loves a woman,balexander oneal"",0
chanson sous la pluie,mich\xc3\xa8le bernard,0
all of this,blink-182,0
no mercy remix ,the last eighth feat. dumi right,0
bad creation,vivian,0
a whiter shade of pale,annie lennox,0
easy life ,cockney rejects,0
touch the sky,kanye west / lupe fiasco,0
allez_ glissez!,quadro nuevo,0
oi! oi! oi!,cockney rejects,0
the one piece puzzle,skyclad,0
miina ja mikko markkinoilla,esa pakarinen,0
mai,loudermilk,0
bsaturday nights alright ,nickelback ,0
bcarries theme"",john frizzell,0
black night,halfway to gone,0
now and forever,call to preserve,0
i could be dreaming,belle and sebastian,0
slap u around,gwar,0
la mam\xc3\xa1 de jimmy,le\xc3\xb3n gieco,0
morning,poncho sanchez / dianne reeves,0
bing,the jason bonham band,0
always,ryandan,0
are you putting me on the shelf,don & juan,0
per colpa tua,noemi,0
100%,cocoa tea,0
seek 300,information society,0
the ghost at #1,jellyfish,0
fast-track,radiohead,0
the chosen legacy,dimmu borgir,0
drifting,david arkenstone,0
mango del monte,tito rodriguez,0
tomara ,flora purim,0
compromise,the berzerker,0
get moose and squirrel,virgil moorefield,0
future traffic song,ashtrax,0
bthe house is rockin"",stevie ray vaughan and double trouble,0
china doll,slim whitman,0
the tube,spectra soul,0
bim running out of love"",dolly parton,0
dancing drums,badmarsh & shri,0
entanglement,john ottman,0
bnow im all over the place_ scoob ,frank caliendo,0
alla fine di tutto questo,fabri fibra,0
posterchild for tragedy,sugarbom,0
signapur,in extremo,0
santa claus is coming to town,skeeter davis,0
matter of fact,love jones,0
blets plan a robbery"",three 6 mafia,0
juneau [live],funeral for a friend,0
wildflowers ,tom petty,0
everyday,bebe winans / stephanie mills,0
these days,take it back!,0
da funk,daft punk,0
spain,neviss,0
bnatures disappearing"",john mayall & the bluesbreakers,0
the loco motion,little eva,0
silent night,philip bailey,0
lost in the future,sneaky sound system,0
starlight,snowgoons,0
jaan - interlude,rishi rich,0
1000 good intentions,rise against,0
all the things you are,eliane elias,0
white light,gorillaz,0
zanzibar,lizzy borden,0
i surrender all,clay crosse,0
everything i need,all girl summer fun band,0
gedroomd,hef feat. big2 & dio,0
nie mehr heim,kapelle herrenweide,0
house of love,steel pulse,0
come to me tonight,daniel johnston,0
chant for eschaton 2000,behemoth,0
caught in the rain,martin sexton,0
plastic dreams,jaydee,0
t\xc3\xba,shakira,0
taste you,auf der maur,0
carol,bflamin groovies"",0
deliverance,sick puppies,0
another love song,warrior king,0
plus ch\xc3\xa8re la vie,les malpolis,0
cabiria,hot club of cowtown,0
bit wont be long now"",frank stokes,0
aziatic ,az,0
problem inna the system,black history,0
yo odeconer,k\xc3\xa9k\xc3\xa9l\xc3\xa9,0
voici les cl\xc3\xa9s,gerard lenorman,0
make this love last,wendy moten,0
the other side,super700,0
du verstehst mich nicht,andreas dorau,0
dicen por ahi,enrique iglesias,0
babylon,judas iscariot,0
we will stand,russ taff,0
easy or not ,to my surprise,0
how old are you,loudon wainwright iii,0
descontrol,daddy yankee,0
genesis,busta rhymes,0
engine skull,cancer bats,0
you gotta move,mississippi fred mcdowell,0
put it off until tomorrow,mae west,0
dream of ice,dave eggar,0
soul simplicity,soulwax,0
blivin on the edge"",aerosmith,0
realization: remorse,this is hell,0
mary had a little boy ,snap!,0
the strongest wind that blows,shriekback,0
ill always love you,the tokens,0
infected,bad religion,0
les playboys ,jacques dutronc,0
take me with you,marilyn scott,0
funk you,babylon disco,0
bim a lazy sod ,sex pistols,0
bdont worry about it ,n.e.r.d.,0
soc mediterrani,seguridad social,0
bheavens hung in black ,w.a.s.p.,0
ready for love,kelly sweet,0
btowin the line"",firehose,0
roger milla,pepe kalle,0
precious lord,blind boy fuller,0
an old fashioned christmas,carpenters,0
belleza pasajera,tam tam go!,0
sky inferno,goatwhore,0
bmikhails dream"",stephan micus,0
slowly rising,soul asylum,0
nas \xc3\xa1guas de amaralina,bmartn\xc3\xa1lia"",0
zeit f\xc3\xbcr streit,\xc3\x84i-tiem,0
feeling blue,eric burdon,0
glory bound ,martin sexton,0
gangsta roll,ini kamoze,0
walking the back streets and crying,little milton,0
mi morena ,josh groban,0
let thy ale swing,mithotyn,0
bits you"",toots & the maytals,0
natural ,arrested development,0
i know i can,dave hollister,0
salario garantito ,99 posse,0
think back,galactic,0
posters,five fingers of funk,0
find another way,captain hollywood project,0
loveless,tullycraft,0
in da house skit,50 cent,0
o.r.p.,vulgar pigeons,0
freiwild,k.i.z.,0
popcorn,richi m.,0
bsimple livin ,gym class heroes,0
and the beat goes om,slackbaba,0
fever dream,steve vai,0
bif you dont pray for me"",5 blind boys of alabama,0
pure hatred,the berzerker,0
busted,natalie cole,0
a movie of a placid lake on a moonless night in september - reprise,will ackerman,0
pushbike song,mungo jerry,0
you live_ you die,devanic,0
out deh,gregory isaacs,0
fuego de noche_ nieve de d\xc3\xada,ricky martin,0
process to decelerate,inhume,0
fake plastic trees ,radiohead,0
quiero,carlos ponce,0
not a kid anymore,marco beltrami,0
bdont let go"",pacha massive,0
why jack called,christophe beck,0
tus viejas cartas,nicho hinojosa,0
be like that,3 doors down,0
thanks a lot,martina mcbride,0
drive,pacha massive,0
my heart goes up,keira green,0
consume ,sick of it all,0
fade away,cama,0
colin tries standing,zbigniew preisner,0
memory in the snow,michael gettel,0
gone,bkanye west / consequence / camron"",0
nomads alive,marco beltrami,0
o brother,monty are i,0
the dropsonde,caspian,0
cent mille guitares,line renaud,0
what you waiting for?,gwen stefani,0
autumn,bthe cats miaow"",0
quiero,juana molina,0
bservin tha fiends"",bone thugs-n-harmony,0
broken boy soldier ,the raconteurs,0
tule l\xc3\xa4hemm\xc3\xa4s beibi,kaija koo,0
paper tigers ,tom cochrane,0
blets stop talkin about it"",janie fricke,0
ai ni bian cheng hen ni,kary ng,0
the homecoming song ,owsley,0
dave d. blues ,mayday,0
the darker side,lizzy borden,0
you know what they do to guys like us in prison ,my chemical romance,0
why do we do?,eric champion,0
my baby likes to shuffle,sonny terry,0
beneath an evening sky,aisha duo,0
juno,sub focus,0
bwhats wrong"",dead to me,0
final flash,hatiras,0
south,bob wills,0
when the broken hearted love again,danielle bollinger,0
bteasin brown"",north mississippi allstars,0
la muneca de alcazar,quadro nuevo,0
mindless,steve porter,0
never look back,blue rodeo,0
bima bang"",dmx,0
a martyr for my love for you,the white stripes,0
get-u-now,kmd,0
m\xc3\xb6nchengladbach love,eko fresh feat. summer cem & dj ses,0
explode ,jordan & baker,0
what he done for me,sister rosetta tharpe,0
truth and lies,the presets,0
that old gang of mine,dean martin,0
bdont get around much anymore"",natalie cole,0
the hunter,paul rogers,0
those less fortunate than i,darryl worley,0
be,jessica simpson,0
peaceful world,john mellencamp,0
there it go ,juelz santana,0
cosmonaut,wolfmother,0
stormtrooper ,pepper,0
bad days,timo maas,0
man of no reputation,bob carlisle,0
all on our own,one block radius,0
la revoluci\xc3\xb3n,memphis la blusera,0
hasta el final,la portuaria,0
do it nice,suicide,0
can you feel it?,lee ritenour,0
amazing ,point of grace,0
the monkey king,william orbit,0
you and your heart,jack johnson,0
bwe cant win ,a.z.,0
les chaudrons,andr\xc3\xa9 minvielle,0
feel so stupid ,bdarwins waiting room"",0
my funny valentine,arturo sandoval,0
rock bottom,house of lords,0
snowdrops,the pineapple thief,0
say yeah,capleton,0
sweet southern comfort,buddy jewell,0
love unlimited ,bfun lovin criminals"",0
round and round,otis taylor,0
water is alright in tay,the clancy brothers,0
bhappy valentines day"",outkast,0
wind in the wire ,randy travis,0
genuine,five fingers of funk,0
a new heart,michael whalen,0
savu h\xc3\xa4lvenee,kaija koo,0
chasing cars,snow patrol,0
king kong,shanadoo,0
theme iii,silent stream of godless elegy,0
back to burn,t-la rock,0
voodoo chile blues,jimi hendrix,0
estoy pensando en t\xc3\xad,sonora santanera,0
bsho enough"",tommy castro,0
bleducation du corps des porcs"",les ogres de barback,0
l\xc3\xa0-bas,jean-jacques goldman,0
when i am you,panzer ag,0
ricky ticky toc,eminem,0
old hobo,furry lewis,0
after the fire,klaus badelt,0
tel que tu es,charlotte gainsbourg,0
skyswimmer,enter the haggis,0
les amours de nathalie,les malpolis,0
por la calle abajo,los chunguitos,0
say how i feel,rhian benson,0
blets blame the lightman"",gwar,0
master of the universe,sick puppies,0
my heart is yearning,nofx,0
viaje al averno,gabinete caligari,0
das telefon sagt du,andreas dorau,0
hardly wait,placebo,0
bthe burp heard round the world"",james newton howard,0
great big problem,ffh,0
perca peso,m\xc3\xb3veis coloniais de acaju,0
amores cobardes,andy & lucas,0
juste une petite fille,maurane,0
nothing to lose,boondox,0
grad,baroness,0
so ist das nun mal,andreas dorau,0
state of the union,rise against,0
your head,helmet,0
everytime,britney spears,0
clap ur handz,k-os,0
one hour empire,broadcast,0
my never,blue october,0
dogon,carl crack,0
guitar rag,sylvester weaver,0
welcome,phil collins,0
e se tu lontana sei,crazy horse,0
sound clash,dream warriors,0
memphis,bob marley,0
vienna,the fray,0
mambo suavecito,tito puente,0
sete desejos,alceu valen\xc3\xa7a,0
gotta man,frankee,0
btime youll never get back"",williamson,0
new friend request ,gym class heroes,0
the matter with you ,avril,0
lose your money,delbert mcclinton,0
bari bossa,leo gandelman,0
boys,britney spears feat. pharrell williams,0
mistadobalina,del tha funkee homosapien,0
good girl gone bad,rihanna,0
hotta,t.o.k.,0
la valse du mariage,francis lai,0
chitlins con carne,stevie ray vaughan and double trouble,0
bcomin tonight"",martha wainwright,0
t.v. eye ,the stooges,0
fuel the fire,unearth,0
sedona suite ,tom barabas,0
gina,geggy tah,0
bi cant feel you anymore"",loretta lynn,0
not homophobic/the word is cock" ,joe rogan,0
pieni maailma,mandi,0
it came upon the midnight clear,gold city,0
x-static,foo fighters,0
vertigo,u2,0
this year ,curtis mayfield,0
more to this,information society,0
mr. prime minister,ms. dynamite,0
a new hope,blink-182,0
the sweetest curse,baroness,0
volc\xc3\xa1n,kalimba,0
here comes the hotstepper,ini kamoze,0
what you deserve ,ill nino,0
wake me up when september ends ,green day,0
lesson learned,alice in chains,0
bwere back"",dmx / eve / jadakiss,0
,bobby darin,0
village attack/ the arrest,kitaro,0
complain,ayo,0
daydreaming [jakwob remix],kid sister,0
everchanging,rise against,0
too much informa,sizzla,0
so hot,helen love,0
knocked up,kings of leon,0
dark angel,precious bryant,0
walls and cannonballs ,sister hazel,0
no unexpected guests,john frizzell,0
taste of dis ,brooke valentine,0
prvni vesela,krystof,0
bloody pig pile ,dropkick murphys,0
ven morena,orquesta arag\xc3\xb3n,0
the date ,avril - remix by ana rago,0
b\xc3\xb6se,die fantastischen vier,0
byob ,yung joc,0
ass attack ,hot chip,0
old times sake,shelby lynne,0
eleanor put your boots on,franz ferdinand,0
sally in the garden,kathy mattea,0
the joes mobilize,alan silvestri,0
ammonite,zeromancer,0
so unhappy,byther smith,0
san cristobal,dusminguet,0
if i ruled the world,regina belle,0
kashmiri love song,rudolph valentino,0
party til the cows come home,elvin bishop,0
into a swan,siouxsie,0
compulsory resurrection,abysmal dawn,0
i hold your hand in mine [live at royal albert hall],tiny tim,0
larger than life,backstreet boys,0
blessed assurance,glad,0
bl envers du d\xc3\xa9cor"",richard galliano,0
from the blind ,daath,0
shameless,all time low,0
little sister,debbie davies,0
quiet time,regina belle,0
panda bear,owl city,0
turning away,mary black,0
rollercoaster ride,aaron watson,0
suffocating under words of sorrow ,bullet for my valentine,0
blaccord\xc3\xa9oniste"",bles hurlements dleo"",0
tumba tumba,charanga forever,0
hex breaker,taint,0
the melting moon ,vhs or beta,0
a la memoria del muerto,fruko y sus tesos,0
bsayin dope"",the bucketheads,0
now you know,the real kids,0
as diehard as they come ,hatebreed,0
reason with the beast,shriekback,0
so jah seh,jackie edwards,0
stronger than me,amy winehouse,0
only for the young,george lopez,0
the hustle,the pharcyde / big boy / schmooche cat / randy mack,0
bwarriors quest"",ensiferum,0
anti geroi,azis,0
italian for goodbye ,the pharcyde,0
harajuku girls,gwen stefani,0
city slickers,marc shaiman,0
intro,40 grit,0
the ballad of sleeping beauty,sophie b. hawkins,0
prognosis,steve morse,0
native soul,danilo perez,0
mayday,natural elements,0
lake of dreams,lisa lynne,0
swallow the knife ,story of the year,0
because of you,neil sedaka,0
get it for free,m\xc3\xb6tley cr\xc3\xbce,0
the thrill is gone,jude taylor & his burning flames,0
closing scene,the radio dept.,0
slave to the wage,placebo,0
un tipo como yo,willie rosario,0
pienso en ti,shakira,0
you are my memoir,stars like fleas,0
citizen of the planet,simon & garfunkel,0
shooting stars,cauterize,0
the cookie bakers of the night,laurie berkner,0
ghost town rituals ,nights like these,0
rattlesnake!,a static lullaby,0
doppelg\xc3\xa4nger [qliphothic phantasmagoria],coph nia,0
tomorrow gone,stew,0
a higher place ,tom petty,0
jenny take a ride,mitch ryder,0
ten tonne,chase & status,0
pero me acuerdo de t\xc3\xad,christina aguilera,0
the illusionist,scar symmetry,0
urgence,sonia dersion,0
god bless you ,a static lullaby,0
la route est belle,oztara,0
bu dont hear me tho ,rodney o & joe cooley,0
terra,luar na lubre,0
our darkest days,eighteen visions,0
undertow,jackson united,0
bdont let go"",weezer,0
this is not a crass song,anti-flag,0
imagination,hysterie,0
something for the pain,robben ford,0
flashflood,aesop rock,0
negativ song,headliners,0
ojos gitanos,c\xc3\xb3mplices,0
zolte slonie,kasia stankiewicz,0
drifting from town to town,bobby bland,0
sahti waari,turisas,0
nina nina,ch\xc3\xa9co feliciano and joe king,0
still there for me,bke mo"",0
feelings,shy fx & t power,0
if you love me,becky baeling,0
girls against boys ,vitamin c,0
beholder of justice ,hatebreed ,0
corner stone,bob marley,0
welcome into my world,ayo,0
unleashed,warren barfield,0
explorador,la portuaria,0
been fighting devilz,snowgoons,0
porque me gusta a morir,isabel pantoja,0
bmonsieur qui sengraisse"",mich\xc3\xa8le bernard,0
ulcer breakout,butthole surfers,0
for your passion my love,aeoliah,0
outro,through the eyes of the dead,0
naming ceremony,finest dearest,0
if i talk to him,connie smith,0
black and blue,torcuato mariano,0
changed my life,baby bash / grimm,0
won threw ate,story of the year,0
dutty wine,tony matterhorn,0
the champ,robben ford,0
why?,kisha,0
homegrown,the pharcyde,0
stay real,erick sermon,0
vitrier,olivia ruiz,0
the hero dies in this one,the ataris,0
i feel so good,j.b. lenoir,0
byou dont know me"",charlie rich,0
kitteldags,finntroll,0
coppershot,bounty killer,0
bplease dont lie to me"",the fabulous thunderbirds,0
45 pounds,hey colossus,0
rue de nantes,oldelaf et monsieur d,0
dump,mobb deep ,0
chela,sonora carruseles,0
intro/chamber the cartridge,rise against,0
blank eye stare,martriden,0
u north,james newton howard,0
loose talk,carl smith,0
judgement day,dokken,0
hold on baby,janet jackson,0
i cried all the way to the altar,patsy cline,0
living the dream,d:fuse,0
moses,patty griffin,0
infernal calling,bsatans host"",0
taste it,busta rhymes,0
byouve lost that lovin feelin"",fontella bass,0
emit remmus ,red hot chili peppers,0
towards eternity,bold mans child"",0
lent\xc3\xa4v\xc3\xa4 kalakukko,esa pakarinen,0
got the bull by the horns,johnny horton,0
some lie for love,l.a. guns,0
si juras regresar,enrique iglesias,0
jack and benton,sean callery,0
safe sex,erick sermon,0
a part of me,40 grit,0
space station liberty,scott glasgow,0
le chanteur malheureux,claude fran\xc3\xa7ois,0
no me imagino,fran perea,0
mirror ,cinder,0
guayabera,johannes linstead,0
must have been the devil,otis spann,0
el momento,jaguares,0
country day,the tragically hip,0
bottle it up and go,big john greer,0
contact 00,plump djs,0
la m\xc3\xa9moire des jours,rapha\xc3\xabl,0
intro,papoose,0
rette mich sp\xc3\xa4ter ,2raumwohnung,0
dime si me quieres,andy & lucas,0
summer shudder,afi,0
bthe worldll be ok"",teenage fanclu,0
crushed pears,the balustrade ensemble,0
ver de feliz,bt,0
undertow,agnostic front,0
the rock,abijah,0
bthats a woman"",mark wills,0
back from the garden ,s.u.p,0
jump n shout ,basement jaxx,0
the space between,dave matthews band,0
poison lips,lord sterling,0
helium,cargo cult,0
mikawa miya,novika,0
almendra,arturo sandoval,0
walk with you,cama,0
below the stars,the field mice,0
loko,bkassav"",0
dance_ dance,fall out boy,0
wet the clu,onyx,0
por arriesgarnos,jennifer lopez,0
zero,papa wemba,0
unbreakable,ms. dynamite,0
who was i kidding,martha wainwright,0
bive been lonely ,frederick knight,0
leader ,phantom planet,0
stop whispering ,radiohead,0
death or jail,sick of it all,0
the name is...,fuel,0
gnosis,paul avgerinos,0
wildcat days ,bryan ferry,0
warning,incubus,0
shelter your needs,juliette & the licks,0
limelighters ,aesop rock,0
last good time in town,eagles,0
remember me lover ,porcupine tree,0
hunting,deep forest,0
n\xc3\xa3o adianta,zeca baleiro,0
antidote for the underdog,less than jake,0
swing vagabond,quadro nuevo,0
no answer ,lollipop lust kill,0
not today,hotwire,0
next year,foo fighters,0
chaco ,grant geissman,0
i need love,usher,0
just an illusion,dave weckl,0
memory,uphill battle,0
ty\xc3\xb6nn\xc3\xa4 k\xc3\xa4nnykk\xc3\xa4 hanuriin,jope ruonansuu,0
digitaria,bill laswell,0
sensations,bravehearts,0
como caramelo de lim\xc3\xb3n,2 minutos,0
the burning season ,primordial,0
did you get my message?  ,jason mraz,0
do you know? ,enrique iglesias,0
bshouldve said no"",taylor swift,0
phorever people,shamen,0
bwere new yorkers now!"",marc shaiman,0
shake it up ,boney james and rick braun,0
passo de anjo,spok frevo orquestra,0
we meet at last,liquid stranger,0
bishop hopping,phantomsmasher,0
falling leaves,grandpa jones,0
byall cant never hurt us ,bphillys most wanted"",0
do ya thing ,bcamron"",0
kids now,george lopez,0
night of the hunter ,30 seconds to mars,0
because you loved me ,c\xc3\xa9line dion,0
mean machine ,sugar ray,0
ship in a painting,gabriel yared,0
ba man holdin on ,ty herndon,0
bdodos bounce"",james carter,0
revolution action,atari teenage riot,0
the date ,scott weiland,0
killer barracuda,kris kristofferson,0
blappart"",patrick bruel,0
give it to me,grayson capps,0
she ,the misfits,0
poes\xc3\xada de amor,caf\xc3\xa9 quijano,0
the doug mccomb over,a tundra,0
june 26th_ 1999 - slight,deep puddle dynamics,0
micael,juana molina,0
serus,workhorse,0
gin house blues,bessie smith,0
the healer,death ss,0
bleeds no more ,silverstein,0
mercury & solace,bt,0
rewind,all girl summer fun band,0
jump [jacques lu cont edit],madonna,0
judgement,the bug ,0
junge r\xc3\xb6mer,falco,0
dark horse,converge,0
tastes so good to me,cross country,0
boxed in ,hatebreed,0
jam 4 u,redman,0
never again,kelly clarkson,0
play,jennifer lopez,0
bi dont want to hear any more"",eagles,0
the shaskeen / gan ainm,cherish the ladies,0
santeleco,luiz bonfa,0
que vas a hacer conmigo,los aut\xc3\xa9nticos decadentes,0
anyday,amil,0
get me to the church on time,shelly manne,0
the remembrance ballad ,atreyu,0
the book of disquiet,hey colossus,0
gravedom,goatwhore,0
intro,dj godfather,0
ghetto child,eric burdon,0
am i that easy to forget,skeeter davis,0
teri nau ke paune teen,daler mehndi,0
white christmas,the statler brothers,0
canyon,bvexd"",0
real world,snowgoons,0
supertouch/shitfit ,hatebreed,0
head over heels,sylvia tosun,0
day old blues,kings of leon,0
bwhats love got to do with it"",the chap,0
amigo m\xc3\xado,memphis la blusera,0
photographs,james newton howard,0
dancing shoes,arctic monkeys,0
no me llores m\xc3\xa1s,sierra maestra,0
amie,lonestar,0
soldiers of doomsday\xc2\xa0,winds of plague,0
folly ranking,johnny osbourne,0
co co my my,poncho sanchez,0
good day,britt nicole,0
july,al dimeola,0
at the atlantis,bad brains,0
my babe,blightnin slim"",0
le poulet,pierre perret,0
daydreaming the color of blood,soilent green,0
bkablammin it"",long beach dub allstars,0
all my life ,venice,0
rock star,agnostic front,0
terminus,photek,0
life in line,the last days of jesus,0
lachen und weinen,2raumwohnung,0
infantil ,gonzalo rubalcaba,0
it feels so good ,twista,0
the never-ending why,placebo,0
lost tribe,moving ninja,0
bplease hammer dont hurt em"",evergreen terrace,0
ruta del coya,le\xc3\xb3n gieco,0
keep it like it is,louisa mark,0
the beginning ,seal,0
bsur lautre rive"",annie blanchard,0
bthats the way it is"",sun yan-zi,0
te ando buscando,los mu\xc3\xb1equitos de matanzas,0
wind and water,michael gettel,0
marie marie,wendo kolosoy,0
lost,roger sanchez,0
in the midnight hour,cross country,0
you found me,the fray,0
nothing but sky [outro] ,jaci velasquez,0
someday my luck will change,clarence gatemouth" brown",0
ulan bator girls,leningrad cowboys,0
so do i,arthur tracy,0
help me make it through the night,charley pride,0
al final,kalimba,0
stir the gift,deitrick haddon,0
the beat of my heart,eliane elias,0
bdoesnt get much better"",kyle riabko,0
bye bye,vilma palma e vampiros,0
diamond in the rough,syl johnson,0
clothes of sand,solas,0
fuck you,norther,0
what evil lurks,the prodigy,0
mutations,salt the wound,0
immortal_ invisible,glad,0
quest for oneness,mikey dread,0
life deprived,bold mans child"",0
did we not choose each other,sophie b. hawkins,0
it feels like rain,maria muldaur,0
genio atrapado,christina aguilera,0
matti ja teppo,jope ruonansuu,0
big leg woman gets my pay,blind boy fuller,0
baint no right ,bjanes addiction"",0
bumbling along,nino nardini,0
we have all the time in the world,bfun lovin criminals"",0
bit wont rain always"",janet paschal/charlotte ritchie/david phelps,0
mood ring,paul thorn,0
absolute,the fray,0
amor de juventud,pedro aznar,0
what you made me ,ghost machine,0
wameru  ,shelly manne,0
we march to the beat of indifferent drum,nofx,0
te extra\xc3\xb1o porque te extra\xc3\xb1o,carlos baute,0
nobody to blame,deborah coleman,0
almost grown,jesse malin,0
stratus ,moments in grace,0
intro,erick sermon,0
the ocean ,zebra,0
the only one i trust,city high,0
to the lions,converge,0
blets stay together ,run-dmc ,0
studio gangster,5th ward boyz,0
the cool down,soul ballet,0
tokyo freeze,ital tek,0
solemn,scott glasgow,0
oh! doctor,luis alberto spinetta,0
freak break,lady saw,0
them no care,super cat,0
bwer einmal a gesagt ,marcie blane,0
la pr\xc3\xa9tention de rien,pascal obispo,0
cry,kelly clarkson,0
they have a name,the chap,0
smile,bknaan"",0
who r ya,sick on the bus,0
declaration ,kirk franklin,0
seni unuturum,ebru g\xc3\xbcndes,0
sucker,new found glory,0
bshes a go"",tum tum / double t / lil ronnie,0
first you cry,blil band o gold"",0
bbreakin it"",mindy mccready,0
no you girls,franz ferdinand,0
silent night,old soul,0
excerpt of a speech by marcus mosiah garvey,buju banton,0
any wich way ,manjul,0
shine on your shoes,jerry lewis,0
se viene,bersuit vergarabat,0
the mystery epoch,loop guru,0
kill niggaz,slick rick,0
check on it,beyonc\xc3\xa9 feat. slim thug,0
chateau strut,doyle bramhall,0
gut rot,fudge tunnel,0
bbreakin dishes"",rihanna,0
lightning breaks,plasmatics,0
call on the father,beres hammond,0
skit #2 ,kanye west,0
nunca sabras,kalimba,0
salvation,john van tongeren,0
